repository_full_name,title,author,created_at,merged_at,number,lead_time_days,"target_authors"
"pagopa/io-messages","Create remote content func into io-p-itn-com-rg-01","lucamancosu",2025-06-03T15:28:36Z,2025-07-02T10:07:40Z,266,28.78,""
"pagopa/io-messages","Update pre-commit script to version 0.1.0","lucacavallaro",2025-06-04T14:15:44Z,2025-06-04T14:24:55Z,267,0.01,"lucacavallaro"
"pagopa/io-messages","Update push notification function sticky settings","lucacavallaro",2025-06-05T09:16:42Z,2025-06-05T09:21:01Z,270,0.00,"lucacavallaro"
"pagopa/io-messages","Enhance autoscaler configuration with high and low load profiles","lucacavallaro",2025-06-05T09:43:14Z,2025-06-05T10:13:14Z,271,0.02,"lucacavallaro"
"pagopa/io-messages","Fix redis_cache resource definition","lucamancosu",2025-06-05T11:25:41Z,2025-06-05T13:30:19Z,272,0.09,""
"pagopa/io-messages","Change redis instance","lucamancosu",2025-06-05T14:07:16Z,2025-06-06T13:06:00Z,275,0.96,""
"pagopa/io-messages","Add sending-func kv permissions","Garma00",2025-06-05T15:17:41Z,2025-06-06T12:42:29Z,276,0.89,""
"pagopa/io-messages","Remove io-p-itn-msgs-redis-01","lucamancosu",2025-06-06T13:37:04Z,2025-06-06T13:43:29Z,282,0.00,""
"pagopa/io-messages","Remove push notifications rollout logic from sending-func","lucamancosu",2025-06-09T12:58:08Z,2025-06-10T14:14:05Z,283,1.05,""
"pagopa/io-messages","Fix cqrs func app settings","acuiuli",2025-06-09T15:32:28Z,2025-06-10T08:50:49Z,288,0.72,""
"pagopa/io-messages","Update DX Bootstrap module","Krusty93",2025-06-10T08:13:00Z,2025-06-10T08:15:14Z,289,0.00,"krusty93"
"pagopa/io-messages","Enable cqrs-func functions","acuiuli",2025-06-10T09:32:32Z,2025-06-10T14:05:48Z,291,0.19,""
"pagopa/io-messages","Remove pushnotif rollout logic infra variables","lucamancosu",2025-06-10T14:38:40Z,2025-06-10T14:44:46Z,295,0.00,""
"pagopa/io-messages","Migrate Reminder","lucacavallaro",2025-06-13T07:39:48Z,2025-06-16T10:04:18Z,296,3.10,"lucacavallaro"
"pagopa/io-messages","Add rc account endpoint","Garma00",2025-06-16T14:10:57Z,2025-06-16T14:29:03Z,300,0.01,""
"pagopa/io-messages","Scale reminder-ca","lucacavallaro",2025-06-16T15:41:59Z,2025-06-17T12:57:53Z,301,0.89,"lucacavallaro"
"pagopa/io-messages","Import APIM resources","lucamancosu",2025-06-18T08:41:00Z,2025-06-25T15:14:06Z,308,7.27,""
"pagopa/io-messages","Switch to Application Insights agent","lucacavallaro",2025-06-18T10:04:43Z,2025-06-18T10:33:29Z,309,0.02,"lucacavallaro"
"pagopa/io-messages","Import services-func","Garma00",2025-06-19T15:15:13Z,2025-07-15T14:16:30Z,312,25.96,""
"pagopa/io-messages","Migrate Payment Updater","lucacavallaro",2025-06-20T14:36:00Z,2025-06-23T08:45:12Z,313,2.76,"lucacavallaro"
"pagopa/io-messages","Migrate reminder and paymentup EventHubs","lucacavallaro",2025-06-20T15:42:30Z,2025-06-23T09:07:59Z,314,2.73,"lucacavallaro"
"pagopa/io-messages","Rename message-send EventHub","lucacavallaro",2025-06-23T09:26:02Z,2025-06-23T09:31:08Z,316,0.00,"lucacavallaro"
"pagopa/io-messages","Add mysql","lucacavallaro",2025-06-23T10:50:32Z,2025-06-23T15:22:53Z,317,0.19,"lucacavallaro"
"pagopa/io-messages","Update subnet CIDR","lucacavallaro",2025-06-23T15:39:08Z,2025-06-23T15:40:39Z,318,0.00,"lucacavallaro"
"pagopa/io-messages","Update mysql-url variable name","lucacavallaro",2025-06-23T16:51:02Z,2025-06-24T07:57:05Z,319,0.63,"lucacavallaro"
"pagopa/io-messages","Remove io-p-messages-kv references","lucacavallaro",2025-06-23T18:08:56Z,2025-06-24T09:16:32Z,320,0.63,"lucacavallaro"
"pagopa/io-messages","Add private endpoint to pagopa-core-evhns","lucacavallaro",2025-06-24T09:56:49Z,2025-06-24T14:12:05Z,321,0.18,"lucacavallaro"
"pagopa/io-messages","Add Key Vault Secrets User role","lucacavallaro",2025-06-24T13:41:03Z,2025-06-24T14:10:41Z,323,0.02,"lucacavallaro"
"pagopa/io-messages","Add request_message to pagopa-core-evhns pep","lucacavallaro",2025-06-24T14:31:01Z,2025-06-24T14:32:58Z,324,0.00,"lucacavallaro"
"pagopa/io-messages","Add missing inputs to pagopa-core-evhns pep","lucacavallaro",2025-06-24T14:51:31Z,2025-06-24T15:08:53Z,325,0.01,"lucacavallaro"
"pagopa/io-messages","Replace proxy with new ecommerce api","acuiuli",2025-06-25T14:01:28Z,2025-06-30T08:05:55Z,326,4.75,""
"pagopa/io-messages","Update cqrs-func to use domain eventhubs","lucacavallaro",2025-06-27T08:43:51Z,2025-06-27T09:44:19Z,330,0.04,"lucacavallaro"
"pagopa/io-messages","Make reminder read from new ITN evh","Garma00",2025-06-27T14:01:24Z,2025-06-27T14:46:51Z,332,0.03,""
"pagopa/io-messages","Add a DNS forwarding rule to resolve pagopa-core-evhns","lucacavallaro",2025-06-27T14:18:20Z,2025-06-27T15:35:33Z,333,0.05,"lucacavallaro"
"pagopa/io-messages","Add virtual network link","lucacavallaro",2025-06-27T16:42:51Z,2025-06-30T07:20:54Z,335,2.61,"lucacavallaro"
"pagopa/io-messages","Replace proxy with new ecommerce api","acuiuli",2025-06-30T07:37:53Z,2025-06-30T08:54:46Z,336,0.05,""
"pagopa/io-messages","Point APIM to the new paymentup instance","lucacavallaro",2025-06-30T07:46:03Z,2025-06-30T09:39:08Z,337,0.08,"lucacavallaro"
"pagopa/io-messages","Fix to paymentup policy and environment","lucacavallaro",2025-06-30T10:46:15Z,2025-06-30T11:59:41Z,341,0.05,"lucacavallaro"
"pagopa/io-messages","Update paymentup kafka endpoints","lucacavallaro",2025-06-30T12:40:00Z,2025-06-30T12:44:29Z,344,0.00,"lucacavallaro"
"pagopa/io-messages","Import resources from io-infra","lucacavallaro",2025-06-30T16:36:10Z,2025-07-03T09:47:01Z,349,2.72,"lucacavallaro"
"pagopa/io-messages","Update infra readme files","lucamancosu",2025-07-02T09:36:10Z,2025-07-02T09:52:02Z,359,0.01,""
"pagopa/io-messages","Change remote-content subnet","lucamancosu",2025-07-02T10:28:26Z,2025-07-02T10:35:14Z,360,0.00,""
"pagopa/io-messages","Add remote content func required roles assignment","lucamancosu",2025-07-02T11:02:18Z,2025-07-02T13:53:25Z,361,0.12,""
"pagopa/io-messages","Remove unused terraform code","Garma00",2025-07-02T12:58:54Z,2025-07-04T13:25:29Z,362,2.02,""
"pagopa/io-messages","Create rc-func workspace","lucamancosu",2025-07-03T13:45:15Z,2025-07-07T12:19:37Z,364,3.94,""
"pagopa/io-messages","Link mongo peps with private dns zone","lucacavallaro",2025-07-03T16:01:19Z,2025-07-04T12:19:32Z,365,0.85,"lucacavallaro"
"pagopa/io-messages","Add rc-func-key named value","Garma00",2025-07-07T14:59:48Z,2025-07-07T15:07:34Z,368,0.01,""
"pagopa/io-messages","Add rc-func autoscaler","lucamancosu",2025-07-08T07:43:35Z,2025-07-08T08:15:23Z,369,0.02,""
"pagopa/io-messages","Disable ingest-message-status on staging slot only","lucamancosu",2025-07-08T09:41:12Z,2025-07-08T14:37:35Z,371,0.21,""
"pagopa/io-messages","Disable message-status ingestion","Garma00",2025-07-09T08:11:38Z,2025-07-09T08:26:41Z,372,0.01,""
"pagopa/io-messages","Change rc APIM policies","lucamancosu",2025-07-09T13:44:30Z,2025-07-09T14:06:23Z,373,0.02,""
"pagopa/io-messages","Update notify openapi ref in apim","Garma00",2025-07-15T14:41:33Z,2025-07-15T14:59:18Z,377,0.01,""
