repository_full_name,title,author,created_at,merged_at,number,lead_time_days,"target_authors"
"pagopa/io-wallet","[SIW-1879] Changed trial-system-feature-flag value","silvicir",2024-12-04T07:43:00Z,2024-12-04T08:15:44Z,323,0.02,""
"pagopa/io-wallet","feat: [SIW-1895] Add multiple Android CRLs","grausof",2024-12-05T10:31:03Z,2024-12-05T10:42:01Z,324,0.01,""
"pagopa/io-wallet","set PidIssuerHealthCheckEnabled to false","silvicir",2024-12-05T10:56:55Z,2024-12-05T11:01:08Z,326,0.00,""
"pagopa/io-wallet","[SIW-1907] Removed trial system call in APIM","silvicir",2024-12-09T14:54:26Z,2024-12-11T16:46:18Z,328,2.08,""
"pagopa/io-wallet","[#IOPID-2542] Allow 'account.ioapp.it' subdomain","gquadrati",2024-12-11T09:01:36Z,2024-12-11T17:04:02Z,330,0.34,""
"pagopa/io-wallet","chore: [SIW-1708] Async call to PID issuer","silvicir",2024-12-11T10:13:15Z,2024-12-12T07:59:13Z,331,0.91,""
"pagopa/io-wallet","[CES-590] Update TF modules to azurerm v4 and import Cosmos 02","Krusty93",2024-12-13T15:55:31Z,2024-12-17T09:22:32Z,335,3.73,"krusty93"
"pagopa/io-wallet","[SIW-1932] Updated terraform config","silvicir",2024-12-17T14:51:44Z,2024-12-17T15:31:34Z,338,0.03,""
"pagopa/io-wallet","update terraform lock file","silvicir",2024-12-18T11:39:33Z,2024-12-18T11:43:53Z,340,0.00,""
"pagopa/io-wallet","updated terraform lock file","silvicir",2024-12-18T12:45:47Z,2024-12-18T12:49:52Z,341,0.00,""
"pagopa/io-wallet","feat: removed check on fiscal codes when sending email after wallet instance creation","silvicir",2024-12-19T08:30:18Z,2024-12-19T09:48:49Z,346,0.05,""
"pagopa/io-wallet","feat: [SIW-1580] Added deleteWalletInstances endpoint","silvicir",2024-12-19T10:32:26Z,2024-12-20T14:44:20Z,351,1.17,""
"pagopa/io-wallet","[SIW-1936] Send an email when the Wallet Instance is revoked","christianatzeni",2025-01-08T11:01:56Z,2025-01-14T11:05:23Z,353,6.00,""
"pagopa/io-wallet","[CES-589] IAM: replace io-p-adgroup-developers with io-p-adgroup-wallet-admins","Krusty93",2025-01-13T16:53:55Z,2025-01-24T14:10:59Z,354,10.89,"krusty93"
"pagopa/io-wallet","[CES-589] Clean up Terraform configs after migration to new module","Krusty93",2025-01-27T14:14:26Z,2025-01-27T14:17:55Z,366,0.00,"krusty93"
"pagopa/io-wallet","[CES-589] Move to registry","Krusty93",2025-02-04T10:27:20Z,2025-02-04T10:34:15Z,368,0.00,"krusty93"
"pagopa/io-wallet","[CES-589] Use Entra ID to log into Storage Account in Terraform configurations","Krusty93",2025-02-06T09:07:28Z,2025-02-06T09:10:56Z,373,0.00,"krusty93"
"pagopa/io-wallet","[CES-742] Create new dns zone wallet.io.pagopa.it","christian-calabrese",2025-02-12T09:47:21Z,2025-02-12T10:01:27Z,380,0.01,"christian-calabrese"
"pagopa/io-wallet","[CES-742] Remove CNAME wallet before delegation","christian-calabrese",2025-02-12T10:18:08Z,2025-02-12T10:35:27Z,381,0.01,"christian-calabrese"
"pagopa/io-wallet","[CES-747] Replace DX repository with Terraform registry references","Krusty93",2025-02-12T13:44:27Z,2025-02-12T14:14:46Z,382,0.02,"krusty93"
"pagopa/io-wallet","[SIW-2034] - add txt record to validate `cbor` and `proximity` namespaces on Maven","hevelius",2025-02-12T15:53:59Z,2025-02-13T14:23:03Z,383,0.94,""
"pagopa/io-wallet","[CES-742] Added DNS Contributor to CD identity and refactored dns module","christian-calabrese",2025-02-13T17:22:40Z,2025-02-14T10:38:33Z,387,0.72,"christian-calabrese"
"pagopa/io-wallet","Assign roles to new APIM instance","Krusty93",2025-03-05T08:42:06Z,2025-03-05T08:48:15Z,391,0.00,"krusty93"
"pagopa/io-wallet","[CES-854] Remove APIM WEU references","Krusty93",2025-03-18T09:02:22Z,2025-03-18T09:10:21Z,392,0.01,"krusty93"
"pagopa/io-wallet","Change registry namespace and fix version constraints","christian-calabrese",2025-03-19T14:46:02Z,2025-03-20T09:46:56Z,393,0.79,"christian-calabrese"
"pagopa/io-wallet","updated auth profile function app name","silvicir",2025-03-24T12:48:42Z,2025-03-24T13:53:04Z,394,0.04,""
"pagopa/io-wallet","feat: created new createWalletAttestation to work without fiscal code","silvicir",2025-03-31T09:27:14Z,2025-04-04T07:49:44Z,395,3.93,""
"pagopa/io-wallet","[SIW-2188] Added the GET /whitelisted-fiscal-codes/{fiscalCode} endpoint to check if the fiscal code is whitelisted","christianatzeni",2025-04-08T13:12:41Z,2025-04-16T08:04:36Z,400,7.79,""
"pagopa/io-wallet","Upgrade bootstrap module","Krusty93",2025-04-15T07:59:47Z,2025-04-15T08:00:41Z,404,0.00,"krusty93"
"pagopa/io-wallet","feat: [SIW-2168] update entity configuration","silvicir",2025-04-24T08:17:58Z,2025-05-05T16:04:32Z,408,11.32,""
